checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0,18,2,7,750,0,0,4,1,0,1,0,27,2,1,1,0,1,0,0,0
3,24,2,4,1901,1,2,4,2,0,4,2,29,2,0,1,3,1,1,0,1
1,48,3,2,7582,1,0,2,2,0,4,3,31,2,2,1,3,1,1,0,1
2,42,4,1,4796,0,4,4,2,0,4,3,56,2,2,1,2,1,0,0,1
0,12,2,3,1858,0,1,4,1,0,1,2,22,2,0,1,2,1,0,0,1
3,12,2,4,707,0,2,4,2,0,2,0,30,0,1,2,2,1,0,0,1
2,9,2,4,1126,1,4,2,0,0,4,0,49,2,1,1,2,1,0,0,1
1,36,2,3,9034,1,1,4,2,1,1,3,29,2,0,1,3,1,1,0,0
3,15,2,4,3568,0,4,4,1,0,2,2,54,0,0,1,3,1,1,0,1
3,21,3,3,1591,1,3,4,2,0,3,0,34,2,1,2,3,1,0,0,1
3,15,4,4,1316,2,2,2,3,0,2,1,47,2,1,2,1,1,0,0,1
0,12,2,3,708,0,2,2,2,2,3,1,38,2,1,1,1,2,0,0,1
1,30,3,4,1919,1,1,4,2,0,3,3,30,1,1,2,3,1,0,0,0
3,6,4,0,362,1,2,4,1,0,4,2,52,2,1,2,1,1,0,0,1
2,12,1,9,609,0,1,4,1,0,1,0,26,2,1,1,0,1,0,0,0
3,28,1,1,7824,4,1,3,2,2,4,0,40,0,0,2,2,2,1,0,1
3,15,2,0,3186,3,3,2,1,0,3,2,20,2,0,1,2,1,0,0,1
2,21,2,0,2923,1,2,1,1,0,1,2,28,0,1,1,3,1,1,0,1
1,15,1,0,6850,1,0,1,2,0,2,1,34,2,1,1,3,2,1,0,0
1,48,2,9,15672,0,2,2,2,0,2,2,23,2,1,1,2,1,1,0,0
2,18,2,3,3049,0,1,1,1,0,1,1,45,1,1,1,1,1,0,0,1
3,24,2,4,1552,0,3,3,2,0,1,2,32,0,1,1,2,2,0,0,1
3,18,2,3,2515,0,2,3,2,0,4,0,43,2,1,1,2,1,1,0,1
1,18,2,1,2779,0,2,1,3,0,3,2,21,2,0,1,2,1,1,0,1
0,30,4,1,10623,0,4,3,2,0,4,3,38,2,2,3,3,2,1,0,1
0,12,2,4,701,0,2,4,3,0,2,0,40,2,1,1,1,1,0,0,1
3,12,2,1,1413,3,3,3,2,0,2,1,55,2,1,1,2,1,0,1,1
0,18,0,9,3104,0,3,3,2,0,1,1,31,0,1,1,2,1,1,0,1
1,9,2,0,276,0,2,4,3,0,4,0,22,2,0,1,1,1,0,0,1
3,18,4,0,1530,0,2,3,2,0,2,1,32,0,1,2,2,1,0,0,0
3,12,2,4,2141,1,3,3,2,0,1,3,35,2,1,1,2,1,0,0,1
2,12,2,4,3016,0,2,3,3,0,1,2,24,2,1,1,2,1,0,0,1
2,24,2,4,1377,1,4,4,1,0,2,3,47,2,2,1,2,1,1,0,1
3,9,2,4,2697,0,2,1,2,0,2,0,32,2,1,1,2,2,0,0,1
3,27,3,9,5117,0,3,3,2,0,4,2,26,2,1,2,2,1,0,0,1
1,30,2,3,3441,1,2,2,1,1,4,2,21,2,0,1,2,1,0,0,0
0,24,2,2,1755,0,4,4,1,2,4,0,58,2,1,1,1,1,1,0,1
3,6,4,4,1898,4,2,1,2,0,2,0,34,2,1,2,1,2,0,0,1
0,12,2,7,1200,4,2,4,1,0,4,1,23,0,0,1,2,1,1,0,1
0,40,4,7,5998,0,2,4,2,0,3,3,27,0,1,1,2,1,1,0,0
3,6,2,4,518,0,2,3,1,0,1,0,29,2,1,1,2,1,0,0,1
1,42,1,1,9283,0,0,1,2,0,2,3,55,0,2,1,3,1,1,0,1
1,48,0,2,18424,0,2,1,1,0,2,1,32,0,1,1,3,1,1,1,0
1,9,2,4,790,2,2,4,1,0,3,0,66,2,1,1,1,1,0,0,1
0,12,2,3,1620,0,2,2,1,1,3,1,30,2,1,1,2,1,0,0,1
2,4,2,0,1494,4,1,1,2,0,2,0,29,2,1,1,1,2,0,1,1
0,18,4,3,1049,0,1,4,1,0,4,1,21,2,0,1,2,1,0,0,1
0,24,2,0,1285,4,3,4,1,0,4,3,32,2,0,1,2,1,0,0,0
0,15,4,3,1478,0,4,4,2,0,4,2,44,2,1,2,2,2,1,0,1
1,9,2,4,458,0,2,4,2,0,3,0,24,2,1,1,2,1,0,0,1
1,24,0,9,4241,0,2,1,2,0,4,0,36,2,1,3,1,1,1,0,0
3,24,2,1,2603,3,2,2,1,0,4,2,28,2,0,1,2,1,1,0,1
3,24,2,1,2679,0,1,4,1,0,1,3,29,2,1,1,3,1,1,0,1
3,36,3,9,7980,4,1,4,2,0,4,2,27,2,0,2,2,1,1,0,0
0,48,2,4,6999,0,3,1,3,2,1,0,34,2,1,2,2,1,1,0,0
3,18,4,4,1169,4,2,4,2,0,3,1,29,2,1,2,2,1,1,0,1
3,12,2,3,1574,0,2,4,2,0,2,0,50,2,1,1,2,1,0,0,1
0,42,2,4,3965,0,1,4,2,0,3,2,34,2,1,1,2,1,0,0,0
1,12,4,0,3124,0,1,1,2,0,3,0,49,0,1,2,1,2,0,0,1
1,36,2,4,2671,1,2,4,1,1,4,3,50,2,2,1,2,1,0,0,0
3,12,4,9,1185,0,2,3,1,0,2,0,27,2,1,2,2,1,0,0,1
3,18,0,9,4165,0,2,2,2,0,2,2,36,1,1,2,2,2,0,0,0
3,21,4,3,2288,0,1,4,1,0,4,1,23,2,1,1,2,1,1,0,1
1,48,0,9,3844,1,3,4,2,0,4,3,34,2,2,1,1,2,0,0,0
0,18,2,3,1131,0,0,4,1,0,2,2,33,2,1,1,2,1,0,0,0
2,30,3,9,1908,0,4,4,2,0,4,0,66,2,1,1,3,1,1,0,0
3,48,1,9,3609,0,2,1,1,0,1,0,27,1,1,1,2,1,0,0,1
1,6,2,4,753,0,2,2,1,2,3,0,64,2,1,1,2,1,0,0,1
2,10,2,0,1240,1,4,1,1,0,4,3,48,2,2,1,1,2,0,0,0
0,48,2,5,3051,0,2,3,2,0,4,2,54,2,1,1,2,1,0,0,0
1,12,2,3,951,1,1,4,1,0,4,2,27,0,0,4,2,1,0,0,0
3,36,4,1,10477,4,4,2,2,0,4,3,42,2,2,2,2,1,0,0,1
0,10,2,4,2315,0,4,3,2,0,4,0,52,2,1,1,1,1,0,0,1
0,12,1,0,697,0,1,4,2,0,2,2,46,0,1,2,2,1,1,0,0
0,24,2,4,1987,0,2,2,2,0,4,0,21,2,0,1,1,2,0,0,0
1,20,0,1,6148,1,4,3,3,0,4,2,31,0,1,2,2,1,1,0,1
1,6,3,3,1050,0,0,4,2,0,1,1,35,1,1,2,3,1,1,0,1
0,36,4,3,2348,0,2,3,3,0,2,1,46,2,1,2,2,1,1,0,1
0,12,2,4,709,0,4,4,2,0,4,0,57,1,1,1,1,1,0,0,0
0,24,1,3,3349,2,1,4,2,0,4,3,30,2,2,1,2,2,1,0,0
0,30,0,3,4583,0,2,2,0,2,2,0,32,2,1,2,2,1,0,0,1
3,36,3,1,8947,4,3,3,2,0,2,2,31,1,1,1,3,2,1,0,1
3,12,4,7,3565,4,1,2,2,0,1,1,37,2,1,2,1,2,0,0,1
0,10,4,0,1038,0,3,4,2,1,3,1,49,2,1,2,2,1,1,0,1
1,18,2,7,1239,4,2,4,2,0,4,3,61,2,2,1,2,1,0,0,1
3,15,4,3,3343,0,2,4,2,0,2,3,28,2,2,1,2,1,1,0,1
3,24,4,1,3868,0,4,4,1,0,2,2,41,2,0,2,3,1,1,0,1
3,12,4,4,1240,4,4,4,1,0,2,0,38,2,1,2,2,1,1,0,1
2,9,0,4,1337,0,1,4,2,0,2,2,34,2,1,2,3,1,1,0,0
3,12,2,4,2171,0,1,2,1,0,2,2,29,0,1,1,2,1,0,0,1
0,24,1,2,1358,4,4,4,2,0,3,2,40,1,1,1,3,1,1,0,0
3,12,0,3,2759,0,4,2,2,0,4,1,34,2,1,2,2,1,0,0,1
0,10,4,3,2132,4,1,2,1,1,3,0,27,2,0,2,2,1,0,1,1
3,12,4,0,1495,0,4,4,2,0,1,0,38,2,1,2,1,2,0,0,1
3,36,4,4,9566,0,2,2,1,0,2,2,31,1,1,2,2,1,0,0,1
3,30,4,4,5954,0,3,3,2,1,2,2,38,2,1,1,2,1,0,0,1
3,12,2,9,1076,0,2,2,3,0,2,0,26,2,1,1,2,1,1,1,1
3,36,4,3,7127,0,1,2,1,0,4,1,23,2,0,2,2,1,1,0,0
0,15,2,4,1053,0,1,4,3,0,2,0,27,2,1,1,2,1,0,1,1
3,24,2,1,9277,4,2,2,0,0,4,3,48,2,2,1,2,1,1,0,1
3,24,4,0,2463,1,3,4,3,0,3,1,27,2,1,2,2,1,1,0,1
0,15,2,0,3959,0,2,3,1,0,2,1,29,2,1,1,2,1,1,0,0
3,6,4,3,1221,4,2,1,3,0,2,1,27,2,1,2,2,1,0,0,1
0,18,2,3,4153,0,2,2,2,1,3,2,42,2,1,1,2,1,0,0,0
1,9,4,4,1154,0,4,2,2,0,4,0,37,2,1,3,1,1,0,0,1
3,18,2,1,3378,4,2,2,2,0,1,1,31,2,1,1,2,1,1,0,1
0,24,4,0,1199,0,4,4,2,0,4,2,60,2,1,2,1,1,0,0,0
3,24,4,2,6314,0,0,4,2,1,2,3,27,0,1,2,3,1,1,0,1
0,18,4,0,3966,0,4,1,1,0,4,0,33,0,0,3,2,1,1,0,0
0,12,2,0,759,0,3,4,2,0,2,0,26,2,1,1,2,1,0,0,0
3,18,2,4,2051,0,1,4,2,0,1,0,33,2,1,1,2,1,0,0,1
3,18,2,4,1505,0,2,4,2,0,2,3,32,2,2,1,3,1,1,0,1
0,27,4,9,2442,0,4,4,2,0,4,2,43,1,1,4,3,2,1,0,1
0,24,2,3,3149,0,1,4,2,0,1,3,22,0,2,1,2,1,0,0,1
1,9,2,4,1206,0,4,4,1,0,4,0,25,2,1,1,2,1,0,0,1
3,24,2,3,5511,1,2,4,2,0,1,2,25,1,1,1,2,1,0,0,1
3,24,4,4,2611,0,4,4,3,1,3,0,46,2,1,2,2,1,0,0,1
3,24,2,4,3181,0,1,4,1,0,4,1,26,2,1,1,2,1,1,0,1
3,9,4,4,3074,4,2,1,2,0,2,0,33,2,1,2,2,2,0,0,1
0,6,4,4,338,2,4,4,2,0,4,2,52,2,1,2,2,1,0,0,1
0,24,2,1,2964,4,4,4,2,0,4,3,49,0,2,1,2,2,1,0,1
3,18,2,4,1473,0,1,3,3,0,4,0,39,2,1,1,2,1,1,0,1
3,24,4,3,1585,0,3,4,2,0,3,1,40,2,1,2,2,1,0,0,1
3,24,4,9,4139,1,2,3,2,0,3,1,27,2,1,2,1,1,1,0,1
3,36,0,6,2613,0,2,4,2,0,2,2,27,2,1,2,2,1,0,0,1
0,18,2,0,1216,0,1,4,1,0,3,2,23,2,0,1,2,1,1,0,0
3,30,4,4,3077,4,4,3,2,0,2,2,40,2,1,2,2,2,1,0,1
1,24,4,9,2825,4,3,4,2,0,3,3,34,2,1,2,2,2,1,0,1
3,4,4,4,1544,0,3,2,2,0,1,0,42,2,1,3,1,2,0,0,1
0,48,2,7,7476,0,3,4,2,0,1,3,50,2,2,1,3,1,1,0,1
0,24,2,3,4169,0,2,4,2,0,4,1,28,2,1,1,2,1,0,0,1
3,15,2,1,4657,0,2,3,2,0,2,2,30,2,1,1,2,1,1,0,1
0,12,2,0,1893,0,2,4,1,2,4,1,29,2,1,1,2,1,1,0,1
3,22,2,0,1283,4,3,4,1,0,4,1,25,2,0,1,2,1,0,0,1
1,18,4,3,1295,0,1,4,1,0,1,1,27,2,1,2,2,1,0,0,1
0,12,2,0,1372,0,3,2,0,0,3,2,36,2,1,1,2,1,0,0,0
1,36,3,0,2225,0,4,4,2,0,4,3,57,0,2,2,2,1,1,0,0
3,4,4,0,3380,0,3,1,1,0,1,0,37,2,1,1,2,2,0,0,1
3,12,2,0,2390,4,4,4,2,0,3,2,50,2,1,1,2,1,1,0,1
1,12,2,4,1567,0,2,1,1,0,1,2,22,2,1,1,2,1,1,0,1
3,60,4,0,13756,4,4,2,2,0,4,3,63,0,2,1,3,1,1,0,1
3,24,4,3,2028,0,3,2,2,0,2,1,30,2,1,2,1,1,0,0,1
1,6,4,8,932,4,3,1,1,0,3,1,39,2,1,2,1,1,0,0,1
1,18,2,4,3213,2,1,1,3,0,3,0,25,2,0,1,2,1,0,0,1
1,24,2,2,11328,0,2,2,2,1,3,2,29,0,1,2,3,1,1,0,0
3,18,2,4,4594,0,1,3,2,0,2,2,32,2,1,1,2,1,1,0,1
3,6,2,1,1236,2,2,2,2,0,4,1,50,2,0,1,2,1,0,0,1
0,18,2,3,3650,0,1,1,1,0,4,2,22,2,0,1,2,1,0,0,1
1,6,1,0,931,1,1,1,1,0,1,1,32,1,1,1,1,1,0,0,0
0,21,2,4,3357,3,1,4,1,0,2,2,29,0,1,1,2,1,0,0,1
0,12,4,0,4843,0,4,3,2,1,4,1,43,2,0,2,2,1,1,0,0
1,21,2,3,3976,4,3,2,2,0,3,2,35,2,1,1,2,1,1,0,1
1,24,2,4,2039,0,1,1,3,0,1,1,22,2,1,1,2,1,1,0,0
1,10,1,4,1048,0,2,4,2,0,4,0,23,1,1,1,1,1,0,0,1
1,18,3,3,4297,0,4,4,0,0,3,3,40,2,1,1,3,1,1,0,0
1,39,4,4,4933,0,3,2,2,2,2,0,25,2,1,2,2,1,0,0,0
2,10,4,4,1347,4,3,4,2,0,2,1,27,2,1,2,2,1,1,0,1
2,10,2,0,3949,0,1,1,2,2,1,1,37,2,1,1,1,2,0,0,1
1,12,2,4,2930,0,3,2,1,0,1,0,27,2,1,1,2,1,0,0,1
0,18,2,1,7511,4,4,1,2,0,4,1,51,2,2,1,2,2,1,0,0
1,30,1,3,3496,3,2,4,2,0,2,2,34,1,1,1,2,2,1,0,1
0,24,2,4,2384,0,4,4,2,0,4,0,64,0,0,1,1,1,0,0,1
3,24,2,0,3757,0,4,4,1,1,4,3,62,2,2,1,2,1,1,0,1
1,9,2,3,2030,4,3,2,2,0,1,2,24,2,1,1,2,1,1,0,1
1,24,4,0,3878,1,1,4,0,0,2,2,37,2,1,1,2,1,1,0,1
1,18,2,0,1042,4,2,4,1,0,2,1,33,2,1,1,2,1,0,0,0
2,10,4,0,781,0,4,4,2,0,4,3,63,2,2,2,2,1,1,0,1
2,15,2,7,392,0,1,4,1,0,4,1,23,2,0,1,2,1,1,0,1
2,30,4,4,3017,0,4,4,2,0,4,1,47,2,1,1,2,1,0,0,1
1,12,3,4,585,0,2,4,3,1,4,0,20,2,0,2,2,1,0,0,1
3,12,4,3,1258,0,1,2,1,0,4,1,22,2,0,2,1,1,0,0,1
1,6,3,0,1209,0,0,4,2,0,4,1,47,2,1,1,3,1,1,0,0
3,22,2,4,2675,2,4,3,2,0,4,2,40,2,1,1,2,1,0,0,1
0,36,2,0,1842,0,1,4,1,0,4,2,34,2,1,1,2,1,1,0,0
3,30,4,4,2831,0,2,4,1,0,2,2,33,2,1,1,2,1,1,0,1
3,6,4,4,1740,0,4,2,3,0,2,0,30,2,0,2,2,1,0,0,1
3,60,2,0,6527,4,2,4,2,0,4,3,34,2,2,1,2,2,1,0,1
3,18,4,4,1149,3,2,4,2,0,3,0,46,2,1,2,2,1,0,0,1
0,42,2,3,7882,0,3,2,2,2,4,1,45,2,2,1,2,2,0,0,1
0,12,4,0,3499,0,2,3,1,1,2,0,29,2,1,2,2,1,0,0,0
3,24,2,1,6313,4,4,3,2,0,4,2,41,2,1,1,3,2,1,0,1
1,48,2,4,3060,0,3,4,2,0,4,0,28,2,1,2,2,1,0,0,0
3,12,4,4,522,2,4,4,2,0,4,1,42,2,1,2,2,2,1,0,1
3,15,2,5,874,4,1,4,1,0,1,0,24,2,1,1,2,1,0,0,1
3,6,1,4,1750,2,4,2,2,0,4,1,45,0,1,1,1,2,0,0,1
0,12,2,4,2214,0,2,4,2,0,3,1,24,2,1,1,1,1,0,0,1
0,28,2,0,4006,0,2,3,2,0,2,2,45,2,1,1,1,1,0,0,0
0,24,3,4,1024,0,1,4,3,0,4,0,48,1,1,1,2,1,0,0,0
3,60,2,0,10366,0,4,2,2,0,4,1,42,2,1,1,3,1,1,0,1
1,36,4,4,2337,0,4,4,2,0,4,0,36,2,1,1,2,1,0,0,1
3,4,4,0,1455,0,3,2,2,0,1,0,42,2,1,3,1,2,0,0,1
0,48,0,3,7119,0,2,3,2,0,4,3,53,2,2,2,2,2,0,0,0
3,15,2,1,1300,4,4,4,2,0,4,3,45,0,2,1,2,2,0,0,1
3,24,2,4,1311,1,3,4,3,0,3,1,26,2,1,1,2,1,1,0,1
3,36,3,4,4454,0,2,4,1,0,4,0,34,2,1,2,2,1,0,0,1
3,10,4,3,2146,0,1,1,1,0,3,0,23,2,0,2,2,1,0,0,1
1,15,1,0,1264,1,2,2,3,0,2,1,25,2,0,1,2,1,0,0,0
0,24,2,1,2812,4,4,2,1,0,4,0,26,2,0,1,2,1,0,0,1
1,12,2,0,685,0,3,2,3,0,3,2,25,0,1,1,1,1,0,0,0
3,36,4,9,6304,4,4,4,2,0,4,0,36,2,1,2,2,1,0,0,1
1,15,2,0,2631,1,2,2,1,0,4,2,28,2,0,2,2,1,1,0,0
3,15,4,3,2788,0,3,2,1,1,3,2,24,0,1,2,2,1,0,0,1
0,30,2,3,3108,0,1,2,0,0,4,1,31,2,1,1,1,1,0,0,0
0,30,2,6,11998,0,1,1,0,0,1,3,34,2,1,1,1,1,1,0,0
1,8,2,3,1237,0,2,3,1,0,4,0,24,2,1,1,2,1,0,0,0
3,15,4,3,1520,4,4,4,2,0,4,1,63,2,1,1,2,1,0,0,1
3,12,4,4,930,4,4,4,2,0,4,0,65,2,1,4,2,1,0,0,1
1,48,2,3,9960,0,1,1,1,0,2,2,26,2,1,1,2,1,1,0,0
1,18,3,0,2899,4,4,4,2,0,4,2,43,2,1,1,2,2,0,0,1
3,12,2,0,1101,0,2,3,3,0,2,0,27,2,1,2,2,1,1,0,1
3,18,2,4,433,0,0,3,1,1,4,0,22,2,0,1,2,1,0,0,0
3,24,4,4,2684,0,2,4,2,0,2,0,35,2,1,2,1,1,0,0,1
1,6,2,0,14555,4,0,1,2,0,2,1,23,2,1,1,0,1,1,0,0
1,13,2,4,2101,0,1,2,1,2,4,1,23,2,1,1,1,1,0,0,1
1,48,2,0,8487,4,3,1,1,0,2,2,24,2,1,1,2,1,0,0,1
0,14,2,0,8978,0,4,1,0,0,4,1,45,2,1,1,3,1,1,1,0
3,24,2,4,3235,2,4,3,0,0,2,2,26,2,1,1,3,1,1,0,1
0,12,2,7,795,0,1,4,1,0,4,1,53,2,1,1,2,1,0,0,0
0,60,2,9,7297,0,4,4,2,1,4,3,36,2,0,1,2,1,0,0,0
3,12,4,4,1934,0,4,2,2,0,2,3,26,2,1,2,2,1,0,0,1
3,24,2,3,3062,2,4,4,2,0,3,3,32,2,0,1,2,1,1,0,1
3,27,3,1,8613,3,2,2,2,0,2,2,27,2,1,2,2,1,0,0,1
3,18,4,4,1582,3,4,4,2,0,4,2,46,2,1,2,2,1,0,0,1
3,21,2,9,1572,3,4,4,1,0,4,0,36,0,1,1,1,1,0,0,1
1,18,4,3,3612,0,4,3,1,0,4,1,37,2,1,1,2,1,1,0,1
0,21,3,7,3414,0,1,2,2,0,1,1,26,2,1,2,2,1,0,0,0
1,36,4,0,2820,0,1,4,0,0,4,2,27,2,1,2,2,1,0,0,0
3,20,4,0,3485,4,1,2,0,0,4,0,44,2,1,2,2,1,1,0,1
0,9,2,4,1364,0,3,3,2,0,4,0,59,2,1,1,2,1,0,0,1
0,12,2,8,902,0,3,4,3,0,4,1,21,2,0,1,2,1,0,0,0
3,24,2,4,3105,4,1,4,2,0,2,2,25,2,1,2,2,1,0,0,1
0,21,4,0,571,0,4,4,2,0,4,0,65,2,1,2,2,1,0,0,1
3,18,4,0,1028,0,2,4,1,0,3,0,36,2,1,2,2,1,0,0,1
0,6,4,3,3384,0,2,1,0,0,4,0,44,2,0,1,3,1,1,0,0
0,24,2,1,6579,0,0,4,2,0,2,3,29,2,2,1,3,1,1,0,1
3,30,2,1,4811,4,3,2,1,0,4,1,24,1,0,1,1,1,0,0,1
1,12,2,0,2002,0,3,3,2,0,4,1,30,2,0,1,2,2,1,0,1
3,12,4,3,5801,4,4,2,2,0,4,1,49,2,0,1,2,1,1,0,1
1,48,2,4,5951,0,2,2,1,0,2,0,22,2,1,1,2,1,0,0,0
0,24,2,0,4817,0,3,2,2,1,3,1,31,2,1,1,2,1,1,0,0
3,10,2,7,727,2,4,4,2,0,4,3,46,2,2,1,2,1,1,0,1
1,27,2,9,2528,0,1,4,1,0,1,1,32,2,1,1,2,2,1,0,1
3,24,1,9,1559,0,3,4,2,0,4,2,50,0,1,1,2,1,1,0,1
1,7,2,4,2329,0,1,1,1,2,1,0,45,2,1,1,2,1,0,0,1
1,14,2,9,1410,2,4,1,3,0,2,0,35,2,1,1,2,1,1,0,1
0,13,4,9,1797,0,1,3,2,0,1,1,28,0,1,2,1,1,0,0,1
1,72,2,4,5595,1,2,2,3,0,2,2,24,2,1,1,2,1,0,0,0
0,24,2,0,915,4,4,4,1,0,2,2,29,0,1,1,2,1,0,0,0
3,12,4,0,682,1,3,4,1,0,3,2,51,2,1,2,2,1,1,0,1
1,15,2,6,1308,0,4,4,2,0,4,2,38,2,1,2,1,1,0,0,1
1,16,4,0,1175,0,0,2,2,0,3,2,68,2,2,3,0,1,1,0,1
3,27,4,3,4526,3,1,4,2,0,2,0,32,1,1,2,1,2,1,0,1
0,24,2,3,1747,0,1,4,2,1,1,1,24,2,1,1,1,1,0,1,1
0,30,0,9,8072,4,1,2,2,0,3,2,25,0,1,3,2,1,0,0,1
0,48,2,0,7763,0,4,4,2,0,4,3,42,0,2,1,3,1,0,0,0
2,9,2,4,745,0,2,3,1,0,2,0,28,2,1,1,1,1,0,0,0
0,15,2,9,806,0,2,4,1,0,4,1,22,2,1,1,1,1,0,0,1
1,8,2,4,1414,0,2,4,2,2,2,0,33,2,1,1,2,1,0,1,1
2,12,4,0,1480,2,0,2,2,0,4,3,66,0,2,3,0,1,0,0,1
0,21,1,0,1647,4,2,4,2,0,2,1,40,2,1,2,1,2,0,0,0
0,21,4,0,1602,0,4,4,3,0,3,2,30,2,1,2,2,1,1,0,1
1,9,2,0,3195,4,2,1,1,0,2,0,33,2,1,1,1,1,0,0,1
3,24,4,6,5507,0,4,3,2,0,4,3,44,2,2,2,2,1,0,0,1
3,6,4,4,1237,1,2,1,1,0,1,1,27,2,1,2,2,1,0,0,1
1,12,2,4,1331,0,1,2,2,0,1,2,22,1,1,1,2,1,0,0,0
3,18,4,4,2404,0,2,2,1,0,2,2,26,2,1,2,2,1,0,0,1
3,28,4,4,2743,0,4,4,2,0,2,2,29,2,1,2,2,1,0,0,1
0,6,1,7,1198,0,4,4,1,0,4,3,35,2,2,1,2,1,0,0,0
1,6,3,9,1449,1,4,1,0,0,2,2,31,0,1,2,2,2,0,0,1
3,9,2,4,1478,0,3,4,2,0,2,2,22,2,1,1,2,1,0,0,0
0,18,2,3,2659,3,2,4,2,0,2,2,28,2,1,1,2,1,0,0,1
1,12,2,8,754,4,4,4,2,0,4,1,38,2,1,2,2,1,0,0,1
0,24,2,3,3021,0,2,2,0,0,2,0,24,2,0,1,1,1,0,0,1
2,12,2,4,3399,4,4,2,2,0,3,2,37,2,1,1,3,1,0,0,1
2,24,2,3,2892,0,4,3,0,0,4,3,51,2,2,1,2,1,0,0,1
2,24,4,9,1275,3,2,2,0,0,4,0,36,2,1,2,2,1,1,0,1
0,12,0,6,1108,0,3,4,2,0,3,0,28,2,1,2,2,1,0,0,0
3,24,3,1,4679,0,3,3,2,0,3,2,35,2,1,2,1,1,1,0,1
3,18,4,4,629,2,4,4,2,0,3,1,32,0,1,2,3,1,1,0,1
1,30,4,0,5234,0,0,4,3,0,2,2,28,2,1,2,3,1,0,0,0
1,12,2,0,1223,0,4,1,0,0,1,0,46,2,0,2,2,1,0,0,0
0,6,4,0,4716,4,1,1,2,0,3,0,44,2,1,2,1,2,0,0,1
1,12,2,4,1158,2,2,3,0,0,1,2,26,2,1,1,2,1,1,0,1
1,36,3,9,4455,0,2,2,0,0,2,0,30,1,1,2,3,1,1,0,0
1,21,2,9,2767,1,4,4,0,0,2,2,61,0,0,2,1,1,0,0,0
3,18,2,3,1533,0,1,4,3,1,1,1,43,2,1,1,1,2,0,0,0
0,6,2,0,1374,4,0,4,1,0,3,1,75,2,1,1,3,1,1,0,1
0,36,4,7,8065,0,2,3,1,0,2,3,25,2,1,2,3,1,1,0,0
0,24,1,3,2828,2,2,4,2,0,4,0,22,1,1,1,2,1,1,0,1
0,12,2,0,1168,0,2,4,3,0,3,0,27,2,1,1,1,1,0,0,1
1,9,2,0,1549,4,1,4,2,0,2,0,35,2,1,1,0,1,0,0,1
0,21,2,4,2606,0,1,4,1,0,4,1,28,2,0,1,3,1,1,0,1
3,9,2,3,1388,0,2,4,1,0,2,0,26,2,0,1,2,1,0,0,1
3,6,4,4,700,4,4,4,2,0,4,3,36,2,2,2,2,1,0,0,1
3,36,2,4,3595,0,4,4,2,0,2,2,28,2,1,1,2,1,0,0,1
3,24,2,3,3972,0,3,2,1,0,4,1,25,2,0,1,2,1,1,0,1
3,15,2,7,4623,1,2,3,2,0,2,1,40,2,1,1,3,1,1,0,0
1,24,1,7,1837,0,3,4,1,0,4,3,34,0,2,1,1,1,0,0,0
3,15,2,3,2221,2,2,2,1,0,4,2,20,2,0,1,2,1,0,0,1
0,18,3,7,8471,4,2,1,1,0,2,2,23,2,0,2,2,1,1,0,1
0,24,3,0,1333,0,0,4,2,0,2,0,43,2,2,2,2,2,0,0,0
0,24,2,3,7721,4,1,1,1,0,2,1,30,2,1,1,2,1,1,1,1
0,9,4,4,1138,0,2,4,2,0,4,0,25,2,1,2,1,1,0,0,1
3,18,2,6,1943,0,1,4,1,0,4,0,23,2,1,1,2,1,0,0,0
3,12,4,4,1655,0,4,2,2,0,4,0,63,2,1,2,1,1,1,0,1
3,6,4,0,250,3,2,2,1,0,2,0,41,0,1,2,1,1,0,0,1
1,30,4,3,8386,0,3,2,2,0,2,1,49,2,1,1,2,1,0,0,0
3,18,4,0,2775,0,3,2,2,0,2,1,31,0,1,2,2,1,0,0,0
0,47,2,0,10722,0,1,1,1,0,1,0,35,2,1,1,1,1,1,0,1
3,4,2,3,601,0,1,1,1,0,3,0,23,2,0,1,1,2,0,0,1
3,6,2,6,660,2,3,2,3,0,4,0,23,2,0,1,1,1,0,0,1
0,24,2,0,1207,0,1,4,1,0,4,1,24,2,0,1,2,1,0,0,0
3,24,4,1,2197,4,3,4,2,0,4,2,43,2,1,2,2,2,1,0,1
0,9,4,6,1288,1,4,3,2,2,4,0,48,2,1,2,2,2,0,1,1
3,15,4,4,1829,0,4,4,2,0,4,2,46,2,1,2,2,1,1,0,1
1,12,2,3,2762,4,4,1,1,0,2,1,25,0,1,1,2,1,1,0,0
3,6,2,3,1766,0,2,1,3,0,2,1,21,2,0,1,2,1,0,0,1
1,9,4,3,1919,0,3,4,2,0,3,2,35,2,0,1,2,1,1,0,1
1,24,2,1,12579,0,4,4,1,0,2,3,44,2,2,1,3,1,1,0,0
3,21,4,1,3275,0,4,1,2,0,4,2,36,2,1,1,3,1,1,0,1
1,15,4,9,2326,2,2,2,2,0,4,2,27,0,1,1,2,1,0,0,1
2,24,2,3,3749,0,1,2,1,0,4,2,26,2,1,1,2,1,0,0,1
1,12,4,0,958,0,3,2,2,0,3,0,47,2,1,2,1,2,0,0,1
1,12,2,0,6078,0,3,2,2,0,2,2,32,2,1,1,2,1,0,0,1
