checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1.0,36.0,2.0,6.0,2384.0,0.0,1.0,4.0,,,,3.0,33.0,,,1.0,,1.0,,0.0,0
3.0,54.0,0.0,1.0,9436.0,,2.0,2.0,2.0,0.0,2.0,,39.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1
1.0,,1.0,7.0,1837.0,0.0,3.0,4.0,,0.0,4.0,,,,2.0,1.0,1.0,1.0,,0.0,0
,24.0,4.0,6.0,5507.0,0.0,4.0,3.0,,0.0,4.0,,44.0,2.0,2.0,,,1.0,,,1
3.0,18.0,4.0,,,,2.0,4.0,,0.0,,3.0,28.0,2.0,1.0,2.0,2.0,,0.0,,1
3.0,15.0,4.0,3.0,1520.0,4.0,4.0,4.0,2.0,0.0,4.0,,63.0,2.0,1.0,,,1.0,0.0,,1
3.0,24.0,2.0,4.0,3621.0,,4.0,,2.0,0.0,,2.0,31.0,2.0,1.0,,2.0,1.0,0.0,0.0,0
,,2.0,,2323.0,0.0,,4.0,,0.0,4.0,2.0,,2.0,0.0,1.0,,1.0,0.0,0.0,1
3.0,12.0,2.0,4.0,,,,3.0,,0.0,,3.0,35.0,,1.0,1.0,2.0,1.0,0.0,0.0,1
3.0,24.0,,3.0,4151.0,1.0,,2.0,2.0,,3.0,1.0,35.0,,,2.0,2.0,,,0.0,1
3.0,24.0,2.0,4.0,3105.0,4.0,1.0,4.0,,0.0,,2.0,25.0,2.0,1.0,2.0,2.0,1.0,,0.0,1
0.0,48.0,,5.0,3051.0,0.0,2.0,,2.0,0.0,4.0,2.0,54.0,2.0,1.0,1.0,2.0,1.0,0.0,,0
3.0,18.0,2.0,4.0,2051.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,,,1.0,1.0,2.0,,,0.0,1
3.0,,2.0,0.0,1418.0,1.0,2.0,3.0,,,2.0,0.0,35.0,2.0,0.0,,1.0,1.0,,1.0,1
3.0,10.0,2.0,,2848.0,1.0,2.0,1.0,2.0,,2.0,0.0,32.0,2.0,1.0,,2.0,2.0,,0.0,1
1.0,20.0,0.0,,6148.0,1.0,4.0,3.0,,0.0,,2.0,31.0,,1.0,,2.0,1.0,1.0,0.0,1
0.0,12.0,,,1108.0,,3.0,4.0,2.0,0.0,3.0,,28.0,,,2.0,,1.0,0.0,0.0,0
,,,0.0,,0.0,,1.0,2.0,,4.0,3.0,68.0,0.0,1.0,,,1.0,1.0,0.0,0
,12.0,2.0,7.0,795.0,0.0,1.0,4.0,1.0,0.0,4.0,,53.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0
,24.0,,3.0,3062.0,2.0,4.0,4.0,2.0,0.0,3.0,,32.0,2.0,0.0,,2.0,,1.0,,1
1.0,18.0,,,7374.0,0.0,0.0,,2.0,0.0,4.0,1.0,,1.0,,2.0,3.0,1.0,1.0,0.0,1
,24.0,2.0,,,0.0,4.0,4.0,1.0,0.0,4.0,,20.0,2.0,1.0,,2.0,1.0,,0.0,1
2.0,18.0,2.0,,,,4.0,3.0,1.0,,,,23.0,,1.0,,3.0,1.0,,0.0,1
0.0,,,,,0.0,,4.0,2.0,0.0,,0.0,57.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
0.0,,4.0,6.0,3394.0,0.0,,4.0,2.0,1.0,4.0,2.0,65.0,2.0,1.0,,,,0.0,0.0,1
,6.0,1.0,4.0,,2.0,4.0,,,0.0,4.0,1.0,45.0,0.0,1.0,1.0,1.0,,0.0,,1
0.0,,0.0,9.0,8072.0,4.0,1.0,2.0,,0.0,3.0,2.0,25.0,0.0,1.0,3.0,2.0,,0.0,0.0,1
,10.0,,0.0,1309.0,4.0,2.0,4.0,2.0,,4.0,,27.0,2.0,1.0,1.0,1.0,1.0,0.0,,0
3.0,24.0,1.0,,,0.0,,4.0,2.0,,4.0,2.0,,0.0,1.0,,2.0,,,0.0,1
1.0,48.0,1.0,9.0,6416.0,0.0,4.0,,,0.0,3.0,,59.0,2.0,0.0,1.0,,1.0,0.0,,0
1.0,15.0,,4.0,1444.0,4.0,1.0,4.0,2.0,0.0,1.0,1.0,23.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1
3.0,,1.0,1.0,,4.0,1.0,3.0,,,4.0,,,,,2.0,2.0,2.0,1.0,,1
1.0,,2.0,0.0,,,,2.0,,,3.0,2.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
1.0,,,4.0,1553.0,1.0,3.0,,1.0,0.0,2.0,,,2.0,0.0,2.0,2.0,1.0,,0.0,1
,18.0,2.0,0.0,2249.0,,,,2.0,0.0,3.0,,,2.0,1.0,1.0,3.0,,1.0,0.0,1
1.0,12.0,,3.0,,,1.0,,1.0,,3.0,1.0,,,0.0,,2.0,1.0,0.0,0.0,0
0.0,6.0,4.0,4.0,,0.0,,1.0,1.0,,4.0,2.0,31.0,2.0,1.0,1.0,2.0,1.0,,0.0,1
0.0,24.0,2.0,3.0,7721.0,4.0,,1.0,1.0,,,1.0,30.0,2.0,,,,,1.0,1.0,1
1.0,18.0,4.0,9.0,,,,3.0,,0.0,3.0,2.0,40.0,2.0,,3.0,0.0,2.0,1.0,0.0,1
1.0,36.0,3.0,,,0.0,4.0,4.0,2.0,0.0,4.0,3.0,57.0,0.0,2.0,2.0,2.0,1.0,1.0,,0
1.0,30.0,2.0,4.0,,,4.0,2.0,,0.0,4.0,,,2.0,1.0,1.0,,1.0,0.0,0.0,1
1.0,30.0,2.0,3.0,3441.0,,,,1.0,1.0,4.0,2.0,,,,1.0,2.0,1.0,0.0,,0
1.0,,3.0,,2503.0,1.0,4.0,,2.0,0.0,2.0,1.0,41.0,1.0,,,2.0,1.0,0.0,,1
,36.0,2.0,,9055.0,,2.0,2.0,2.0,0.0,4.0,3.0,,,,1.0,1.0,,,0.0,1
,36.0,,0.0,,0.0,1.0,4.0,0.0,0.0,4.0,2.0,27.0,,1.0,,,1.0,0.0,0.0,0
0.0,,2.0,3.0,3345.0,0.0,,4.0,2.0,0.0,,1.0,,,,1.0,3.0,,,0.0,0
3.0,,2.0,,1236.0,,1.0,,1.0,0.0,4.0,,23.0,,0.0,1.0,2.0,1.0,1.0,0.0,1
,30.0,2.0,4.0,2522.0,0.0,4.0,1.0,2.0,,3.0,1.0,39.0,2.0,,,2.0,2.0,0.0,0.0,1
3.0,,,1.0,1236.0,2.0,2.0,2.0,2.0,,4.0,1.0,50.0,2.0,0.0,1.0,2.0,1.0,,,1
0.0,10.0,2.0,4.0,2315.0,,4.0,3.0,,0.0,4.0,0.0,,2.0,1.0,,1.0,1.0,,0.0,1
3.0,15.0,,4.0,1459.0,0.0,,4.0,1.0,0.0,,2.0,43.0,,1.0,1.0,,1.0,,0.0,1
3.0,6.0,3.0,,932.0,,2.0,,1.0,0.0,,0.0,24.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1
1.0,39.0,4.0,,4933.0,,3.0,2.0,2.0,2.0,,0.0,25.0,,,2.0,,1.0,0.0,,0
1.0,,2.0,4.0,2101.0,0.0,1.0,2.0,,2.0,4.0,1.0,23.0,2.0,1.0,1.0,1.0,,0.0,,1
,14.0,2.0,,3973.0,0.0,0.0,,2.0,0.0,4.0,3.0,22.0,2.0,,1.0,2.0,1.0,,,1
,,4.0,0.0,250.0,,,2.0,1.0,0.0,,0.0,,,1.0,,1.0,,0.0,0.0,1
3.0,36.0,,,11054.0,4.0,2.0,4.0,,0.0,,,,2.0,1.0,1.0,,,,,1
0.0,18.0,2.0,4.0,,4.0,,2.0,3.0,0.0,4.0,2.0,23.0,,0.0,2.0,1.0,,0.0,,1
1.0,15.0,1.0,,6850.0,1.0,0.0,,2.0,0.0,2.0,,34.0,2.0,,,,2.0,1.0,0.0,0
0.0,24.0,2.0,1.0,2910.0,,3.0,2.0,2.0,0.0,1.0,3.0,34.0,,2.0,,3.0,1.0,1.0,0.0,1
0.0,12.0,,,,3.0,2.0,,2.0,0.0,3.0,1.0,,2.0,,1.0,2.0,2.0,0.0,0.0,1
3.0,10.0,,8.0,894.0,,3.0,,1.0,0.0,,,,,1.0,1.0,,1.0,1.0,,1
0.0,24.0,3.0,,,0.0,1.0,4.0,1.0,0.0,2.0,2.0,29.0,2.0,,1.0,1.0,1.0,,0.0,0
3.0,12.0,2.0,4.0,776.0,0.0,,,3.0,0.0,,0.0,28.0,2.0,1.0,1.0,2.0,1.0,0.0,,1
3.0,24.0,3.0,0.0,2032.0,,4.0,4.0,,0.0,4.0,,60.0,,2.0,2.0,,1.0,,0.0,1
0.0,,0.0,,,0.0,2.0,3.0,,0.0,4.0,,53.0,,2.0,2.0,,2.0,0.0,0.0,0
2.0,12.0,2.0,,,0.0,,3.0,3.0,0.0,,2.0,24.0,2.0,,1.0,2.0,1.0,0.0,0.0,1
1.0,18.0,2.0,9.0,1913.0,,1.0,3.0,3.0,0.0,3.0,0.0,36.0,,,,2.0,1.0,1.0,0.0,1
3.0,20.0,,,3485.0,4.0,1.0,2.0,0.0,0.0,4.0,0.0,,,1.0,2.0,2.0,,,0.0,1
2.0,30.0,3.0,,1908.0,0.0,4.0,,2.0,,4.0,0.0,,2.0,1.0,1.0,,1.0,,0.0,0
3.0,,3.0,,,3.0,3.0,3.0,1.0,0.0,,1.0,30.0,2.0,,2.0,,1.0,0.0,,1
1.0,6.0,2.0,4.0,753.0,0.0,2.0,2.0,,2.0,3.0,,64.0,2.0,1.0,1.0,,,0.0,0.0,1
,10.0,4.0,0.0,1231.0,,4.0,3.0,2.0,0.0,4.0,0.0,32.0,2.0,,2.0,,2.0,0.0,1.0,1
,18.0,,,2779.0,,,,,0.0,3.0,2.0,21.0,2.0,0.0,,2.0,,1.0,0.0,1
,30.0,4.0,,5234.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,,,1.0,2.0,3.0,1.0,0.0,0.0,0
,9.0,,,1224.0,,2.0,,2.0,0.0,1.0,0.0,30.0,,,2.0,2.0,1.0,,0.0,1
3.0,,2.0,4.0,1386.0,4.0,2.0,,,0.0,,,,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1
3.0,,3.0,9.0,4272.0,1.0,2.0,,,,,1.0,26.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1
,48.0,1.0,,3566.0,1.0,3.0,4.0,2.0,0.0,,2.0,30.0,2.0,1.0,,,,0.0,0.0,1
,15.0,,1.0,1300.0,,4.0,4.0,,,4.0,3.0,45.0,0.0,,1.0,,,0.0,0.0,1
0.0,18.0,,4.0,,0.0,,2.0,1.0,0.0,2.0,,,2.0,1.0,1.0,2.0,1.0,,0.0,0
0.0,24.0,3.0,0.0,1333.0,,0.0,4.0,2.0,,,0.0,43.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
,24.0,4.0,,3617.0,4.0,4.0,,2.0,,,,20.0,2.0,,2.0,2.0,1.0,0.0,0.0,1
,,1.0,0.0,931.0,1.0,1.0,1.0,1.0,0.0,,1.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
3.0,,2.0,0.0,3186.0,3.0,3.0,,1.0,0.0,3.0,2.0,,2.0,0.0,1.0,,1.0,,,1
1.0,18.0,2.0,,,,,4.0,3.0,,,,25.0,,1.0,1.0,1.0,,0.0,0.0,1
3.0,,,1.0,3812.0,1.0,1.0,1.0,1.0,,4.0,2.0,23.0,2.0,1.0,,2.0,1.0,1.0,0.0,1
0.0,,2.0,3.0,,0.0,2.0,2.0,1.0,1.0,,,30.0,2.0,,1.0,2.0,1.0,,0.0,1
0.0,30.0,2.0,3.0,2406.0,,,,1.0,,4.0,0.0,23.0,,0.0,,2.0,1.0,0.0,0.0,0
3.0,,4.0,,,0.0,3.0,1.0,1.0,0.0,1.0,0.0,37.0,2.0,1.0,1.0,2.0,,0.0,0.0,1
3.0,18.0,4.0,0.0,1055.0,,1.0,4.0,,,1.0,1.0,30.0,2.0,1.0,2.0,2.0,1.0,0.0,,1
3.0,21.0,3.0,3.0,1591.0,1.0,3.0,4.0,2.0,0.0,3.0,0.0,34.0,2.0,,2.0,,,0.0,0.0,1
3.0,15.0,3.0,1.0,,0.0,1.0,1.0,1.0,0.0,,1.0,46.0,,1.0,2.0,1.0,,0.0,0.0,1
,9.0,2.0,3.0,2030.0,4.0,3.0,2.0,2.0,0.0,1.0,2.0,24.0,2.0,,,2.0,1.0,,,1
3.0,,4.0,4.0,618.0,0.0,4.0,,2.0,,,0.0,56.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1
3.0,24.0,,0.0,,,3.0,,3.0,0.0,3.0,,,2.0,1.0,2.0,2.0,,1.0,0.0,1
1.0,,2.0,3.0,3832.0,0.0,1.0,2.0,3.0,,1.0,1.0,22.0,2.0,1.0,,2.0,1.0,0.0,0.0,1
3.0,24.0,2.0,,,0.0,4.0,4.0,,,4.0,2.0,35.0,,1.0,,3.0,1.0,,0.0,1
2.0,9.0,2.0,4.0,1126.0,1.0,4.0,2.0,0.0,0.0,4.0,,49.0,,,1.0,2.0,,,0.0,1
3.0,,4.0,,4530.0,0.0,3.0,4.0,1.0,,,,,2.0,,1.0,3.0,1.0,1.0,,1
1.0,,2.0,,,0.0,3.0,3.0,,,,,,2.0,1.0,,2.0,2.0,0.0,,1
3.0,24.0,,0.0,1249.0,,1.0,4.0,,0.0,2.0,,28.0,2.0,1.0,,2.0,1.0,,,1
,48.0,,9.0,3844.0,1.0,3.0,,2.0,0.0,4.0,3.0,34.0,2.0,2.0,1.0,,2.0,,0.0,0
3.0,18.0,4.0,4.0,1582.0,3.0,4.0,4.0,2.0,0.0,,,46.0,,1.0,2.0,2.0,1.0,0.0,0.0,1
,6.0,,,1238.0,4.0,0.0,4.0,,0.0,4.0,1.0,36.0,2.0,1.0,1.0,3.0,2.0,,0.0,1
1.0,18.0,0.0,3.0,3244.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,33.0,0.0,,,2.0,1.0,1.0,,1
1.0,48.0,3.0,2.0,7582.0,1.0,,2.0,2.0,0.0,,3.0,31.0,2.0,2.0,,3.0,1.0,1.0,0.0,1
,24.0,,9.0,2978.0,4.0,2.0,4.0,2.0,,,0.0,,2.0,,,,,1.0,0.0,1
,27.0,3.0,9.0,5117.0,0.0,3.0,,2.0,,,2.0,26.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1
1.0,18.0,,9.0,4439.0,0.0,,1.0,2.0,1.0,,0.0,33.0,0.0,1.0,1.0,,1.0,1.0,0.0,1
3.0,4.0,4.0,0.0,,,3.0,2.0,,,1.0,0.0,,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1
0.0,,2.0,3.0,7882.0,0.0,3.0,2.0,2.0,2.0,,1.0,45.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1
0.0,,4.0,0.0,2625.0,,4.0,2.0,2.0,2.0,4.0,1.0,43.0,0.0,0.0,1.0,2.0,1.0,1.0,,0
1.0,9.0,4.0,7.0,,,,,2.0,0.0,3.0,3.0,32.0,,,,2.0,2.0,0.0,0.0,0
,24.0,4.0,0.0,1287.0,3.0,4.0,,1.0,,4.0,0.0,37.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1
,18.0,2.0,0.0,2662.0,,,4.0,2.0,0.0,3.0,1.0,,,1.0,,,,0.0,1.0,1
,15.0,3.0,4.0,1478.0,0.0,,,3.0,0.0,3.0,0.0,33.0,0.0,,,2.0,1.0,0.0,0.0,1
3.0,21.0,2.0,1.0,,4.0,,1.0,,,3.0,2.0,,,1.0,,,1.0,0.0,0.0,1
,,2.0,0.0,,0.0,2.0,,1.0,0.0,,1.0,20.0,2.0,,1.0,,1.0,,0.0,0
0.0,15.0,,3.0,1845.0,,1.0,,,2.0,1.0,1.0,,,,1.0,,,0.0,0.0,1
,24.0,3.0,9.0,2375.0,2.0,2.0,,,0.0,2.0,2.0,44.0,2.0,1.0,2.0,,2.0,,0.0,1
3.0,24.0,,1.0,5804.0,3.0,2.0,4.0,2.0,0.0,2.0,0.0,27.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1
0.0,36.0,4.0,3.0,5371.0,0.0,2.0,,2.0,,2.0,1.0,28.0,2.0,1.0,,,1.0,,0.0,1
0.0,18.0,3.0,7.0,,4.0,2.0,1.0,,0.0,2.0,,23.0,2.0,,2.0,,1.0,,0.0,1
,18.0,,3.0,1924.0,4.0,1.0,4.0,1.0,0.0,3.0,0.0,27.0,2.0,0.0,1.0,2.0,1.0,,0.0,0
,18.0,4.0,,1795.0,0.0,4.0,,,2.0,4.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,1
1.0,6.0,,,,0.0,3.0,3.0,,,3.0,0.0,28.0,0.0,,1.0,,1.0,0.0,0.0,1
3.0,18.0,,3.0,2515.0,0.0,2.0,3.0,2.0,0.0,,0.0,43.0,2.0,1.0,,2.0,1.0,,0.0,1
,6.0,4.0,4.0,1382.0,,2.0,1.0,1.0,0.0,1.0,,28.0,,1.0,,2.0,1.0,1.0,0.0,1
2.0,10.0,2.0,3.0,1275.0,,1.0,4.0,1.0,,,1.0,23.0,2.0,,1.0,2.0,1.0,,0.0,1
0.0,,,4.0,1345.0,0.0,,4.0,3.0,0.0,3.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,,0
3.0,15.0,,,3029.0,0.0,3.0,2.0,2.0,0.0,2.0,,33.0,2.0,1.0,1.0,,1.0,0.0,0.0,1
,6.0,,,,3.0,1.0,,3.0,0.0,,,,2.0,1.0,,0.0,,0.0,,1
,24.0,2.0,1.0,,0.0,,4.0,2.0,0.0,2.0,3.0,,2.0,,1.0,3.0,,,,1
,60.0,,,6527.0,4.0,2.0,,2.0,0.0,,,34.0,,,1.0,2.0,2.0,,0.0,1
1.0,6.0,2.0,4.0,2063.0,0.0,1.0,4.0,3.0,0.0,3.0,2.0,30.0,2.0,0.0,1.0,,,,,1
0.0,24.0,1.0,0.0,2325.0,1.0,,2.0,2.0,0.0,3.0,2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,1
1.0,18.0,2.0,,,,2.0,,1.0,0.0,2.0,1.0,,2.0,1.0,1.0,,,,0.0,0
3.0,,4.0,4.0,1471.0,0.0,2.0,,,,4.0,3.0,,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1
3.0,36.0,,0.0,7855.0,0.0,2.0,,,,2.0,0.0,25.0,,1.0,,2.0,,1.0,,0
,30.0,0.0,9.0,4280.0,1.0,2.0,4.0,1.0,0.0,4.0,,26.0,2.0,,2.0,1.0,,0.0,,0
,,0.0,9.0,3104.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,31.0,0.0,1.0,1.0,2.0,,1.0,0.0,1
1.0,18.0,2.0,3.0,3001.0,0.0,3.0,2.0,1.0,,4.0,0.0,40.0,,0.0,1.0,2.0,1.0,,0.0,1
3.0,,2.0,,1595.0,0.0,,,2.0,0.0,2.0,,51.0,,1.0,1.0,,2.0,0.0,0.0,1
,21.0,,,3414.0,0.0,,2.0,2.0,0.0,1.0,1.0,26.0,2.0,,2.0,2.0,1.0,,0.0,0
,10.0,,0.0,3949.0,0.0,1.0,1.0,2.0,,1.0,1.0,37.0,,1.0,1.0,1.0,2.0,0.0,0.0,1
1.0,9.0,2.0,3.0,,0.0,2.0,,1.0,,,,30.0,2.0,1.0,1.0,2.0,,,0.0,0
3.0,24.0,2.0,4.0,,0.0,1.0,4.0,1.0,0.0,3.0,2.0,38.0,1.0,1.0,1.0,,1.0,,0.0,1
1.0,36.0,0.0,9.0,1953.0,0.0,,4.0,,0.0,4.0,3.0,61.0,2.0,2.0,1.0,3.0,,1.0,0.0,0
0.0,12.0,,,1498.0,0.0,2.0,4.0,1.0,0.0,,2.0,,0.0,,1.0,,1.0,0.0,,1
0.0,,2.0,4.0,1987.0,0.0,2.0,,,0.0,4.0,0.0,21.0,,0.0,,,2.0,0.0,0.0,0
0.0,18.0,2.0,3.0,4153.0,0.0,2.0,,2.0,1.0,3.0,2.0,42.0,2.0,1.0,1.0,,,0.0,,0
,12.0,2.0,0.0,6078.0,,,2.0,2.0,0.0,2.0,2.0,32.0,,1.0,1.0,,,0.0,0.0,1
0.0,12.0,2.0,4.0,701.0,0.0,2.0,4.0,,0.0,2.0,0.0,,2.0,1.0,1.0,1.0,,0.0,0.0,1
,60.0,4.0,0.0,,4.0,4.0,,2.0,0.0,4.0,3.0,,0.0,2.0,,,1.0,1.0,0.0,1
3.0,12.0,4.0,9.0,1412.0,,,4.0,1.0,2.0,,,29.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1
,,3.0,,8947.0,,3.0,3.0,2.0,0.0,2.0,,31.0,1.0,1.0,1.0,3.0,,1.0,,1
1.0,36.0,,4.0,,0.0,4.0,,2.0,0.0,4.0,0.0,,2.0,1.0,1.0,2.0,,0.0,0.0,1
,36.0,2.0,,10974.0,0.0,0.0,4.0,,0.0,2.0,2.0,,,,2.0,3.0,1.0,1.0,0.0,0
3.0,12.0,4.0,,1934.0,,4.0,,,,2.0,3.0,26.0,2.0,,,2.0,1.0,0.0,0.0,1
0.0,30.0,0.0,,4583.0,0.0,2.0,2.0,,2.0,2.0,0.0,32.0,2.0,,2.0,2.0,1.0,0.0,0.0,1
,24.0,3.0,0.0,1965.0,,2.0,4.0,1.0,0.0,,2.0,,2.0,,2.0,,1.0,1.0,0.0,1
0.0,9.0,2.0,,,0.0,3.0,3.0,2.0,,4.0,0.0,59.0,2.0,,1.0,2.0,,,0.0,1
0.0,12.0,,,,0.0,2.0,4.0,2.0,0.0,2.0,1.0,,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0
3.0,18.0,4.0,,629.0,,4.0,4.0,2.0,,3.0,1.0,32.0,0.0,,,,,1.0,,1
,24.0,,3.0,3972.0,,3.0,,1.0,0.0,4.0,1.0,25.0,2.0,0.0,,2.0,1.0,1.0,0.0,1
2.0,6.0,4.0,0.0,1299.0,0.0,2.0,1.0,2.0,0.0,,0.0,74.0,2.0,,3.0,0.0,2.0,0.0,1.0,1
1.0,48.0,2.0,4.0,10961.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,,0.0,1.0,2.0,,1.0,,0.0,0
0.0,18.0,4.0,,2124.0,0.0,,4.0,,,4.0,0.0,24.0,2.0,,2.0,2.0,1.0,,,0
1.0,,4.0,,1154.0,0.0,4.0,,2.0,,4.0,,37.0,2.0,,3.0,,1.0,,0.0,1
0.0,12.0,2.0,8.0,902.0,0.0,3.0,,3.0,,4.0,1.0,21.0,2.0,,,2.0,1.0,0.0,0.0,0
0.0,,4.0,1.0,6187.0,1.0,3.0,1.0,3.0,0.0,,,24.0,,,2.0,,,,0.0,1
,18.0,2.0,4.0,,0.0,0.0,,1.0,1.0,4.0,0.0,22.0,2.0,,,,,0.0,0.0,0
0.0,48.0,4.0,1.0,6331.0,0.0,,4.0,,,4.0,3.0,46.0,,2.0,2.0,,,1.0,0.0,0
,36.0,2.0,7.0,1977.0,4.0,4.0,4.0,2.0,0.0,,3.0,40.0,,1.0,,,,1.0,,0
,,,6.0,,1.0,4.0,,2.0,2.0,4.0,,48.0,2.0,1.0,2.0,2.0,,0.0,,1
1.0,,,4.0,1216.0,,,4.0,2.0,0.0,,3.0,38.0,0.0,,2.0,,2.0,0.0,0.0,0
0.0,6.0,,,4716.0,4.0,1.0,1.0,,,3.0,,,2.0,,,1.0,2.0,0.0,0.0,1
0.0,,1.0,,1647.0,4.0,2.0,,2.0,0.0,2.0,,40.0,2.0,1.0,2.0,1.0,2.0,,0.0,0
,,2.0,4.0,,1.0,2.0,4.0,,0.0,4.0,,29.0,2.0,0.0,,3.0,,1.0,,1
0.0,12.0,,4.0,,0.0,2.0,4.0,2.0,0.0,,,24.0,2.0,,,1.0,1.0,,,1
3.0,18.0,3.0,,1808.0,,3.0,4.0,1.0,0.0,1.0,,22.0,,1.0,1.0,,1.0,0.0,0.0,0
0.0,,,0.0,1371.0,4.0,2.0,4.0,,0.0,4.0,0.0,25.0,2.0,0.0,1.0,2.0,,0.0,,0
0.0,,,0.0,,,4.0,,,,3.0,,30.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1
,,3.0,9.0,7980.0,,,4.0,2.0,0.0,4.0,,27.0,2.0,0.0,,,1.0,1.0,,0
,12.0,4.0,0.0,1163.0,2.0,,,2.0,0.0,,,44.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1
,24.0,2.0,,1311.0,1.0,3.0,,3.0,0.0,,1.0,26.0,2.0,1.0,,2.0,1.0,,0.0,1
3.0,4.0,2.0,3.0,601.0,0.0,1.0,,1.0,0.0,3.0,0.0,23.0,2.0,,1.0,1.0,2.0,0.0,0.0,1
,30.0,2.0,3.0,3108.0,0.0,1.0,2.0,,0.0,,,31.0,2.0,,1.0,1.0,,,0.0,0
,36.0,,6.0,2613.0,0.0,2.0,4.0,2.0,,,2.0,27.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1
1.0,26.0,2.0,,,0.0,1.0,2.0,2.0,0.0,3.0,,30.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1
3.0,9.0,2.0,4.0,,,2.0,1.0,2.0,0.0,2.0,,,,1.0,,2.0,,0.0,0.0,1
1.0,,3.0,,1449.0,1.0,4.0,1.0,0.0,,,2.0,31.0,0.0,,2.0,2.0,,0.0,0.0,1
0.0,6.0,4.0,4.0,338.0,2.0,4.0,4.0,2.0,,4.0,2.0,,,1.0,2.0,,1.0,0.0,0.0,1
1.0,,,6.0,2631.0,1.0,,3.0,,0.0,2.0,0.0,25.0,2.0,1.0,,1.0,,0.0,,1
3.0,48.0,4.0,1.0,2751.0,4.0,4.0,,,,3.0,2.0,38.0,,,2.0,,2.0,,,1
3.0,21.0,,9.0,1572.0,3.0,4.0,4.0,,,4.0,,36.0,0.0,1.0,1.0,1.0,1.0,,,1
,12.0,,9.0,609.0,,1.0,4.0,1.0,0.0,1.0,0.0,26.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
,21.0,4.0,3.0,,,,4.0,,0.0,4.0,1.0,23.0,2.0,1.0,1.0,2.0,,1.0,0.0,1
0.0,12.0,,,,0.0,,2.0,,,1.0,,42.0,,1.0,1.0,,,0.0,,1
,21.0,,4.0,3357.0,3.0,1.0,4.0,,0.0,2.0,2.0,29.0,,1.0,1.0,2.0,1.0,0.0,0.0,1
3.0,,4.0,,6304.0,4.0,4.0,4.0,2.0,0.0,4.0,0.0,36.0,,,2.0,,,,,1
,24.0,,,,0.0,4.0,4.0,1.0,1.0,,3.0,62.0,2.0,2.0,1.0,,1.0,1.0,0.0,1
,24.0,2.0,2.0,,0.0,4.0,,1.0,,,0.0,58.0,2.0,1.0,,,1.0,1.0,,1
,,2.0,0.0,,,,1.0,0.0,0.0,1.0,0.0,46.0,,,2.0,,1.0,,0.0,0
1.0,6.0,3.0,,1209.0,0.0,,4.0,2.0,,4.0,1.0,,2.0,,1.0,,1.0,1.0,0.0,0
3.0,36.0,,9.0,5742.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,31.0,,1.0,2.0,2.0,1.0,1.0,,1
1.0,9.0,2.0,4.0,1206.0,0.0,4.0,4.0,1.0,0.0,,0.0,25.0,,1.0,1.0,,1.0,0.0,0.0,1
3.0,30.0,,4.0,2333.0,2.0,4.0,,2.0,0.0,,2.0,30.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1
,,,4.0,2384.0,,,,2.0,,4.0,0.0,64.0,0.0,0.0,1.0,1.0,1.0,0.0,,1
,9.0,4.0,7.0,1244.0,,4.0,,,0.0,4.0,1.0,41.0,2.0,0.0,2.0,,1.0,0.0,0.0,1
